Name,Year,Municipality,Revenue,TotalRevenue,MarketShare,SharePct
NORDIC EDGE AS,2023,SANDNES,225767,46633387,0.0048,0.48
NORDLYS VIKAR AS,2023,SANDNES,225000,46633387,0.0048,0.48
PAP STAVANGER AS,2023,SANDNES,156605,46633387,0.0034,0.34
PERSONALHUSET STAFFING GROUP AS,2023,SANDNES,152439,46633387,0.0033,0.33
DELTAGER AS,2023,SANDNES,148450,46633387,0.0032,0.32
RENTAL.ONE AS,2023,SANDNES,133333,46633387,0.0029,0.29
AQUANEXT AS,2023,SANDNES,125000,46633387,0.0027,0.27
FAGFOKUS AS,2023,SANDNES,103581,46633387,0.0022,0.22
FJELL OG FJORD KONFERANSER AS,2023,SANDNES,93828,46633387,0.002,0.2
RANDSTAD CARE AS,2023,SANDNES,94378,46633387,0.002,0.2
JOBBSYS.NO AS,2023,SANDNES,87060,46633387,0.0019,0.19
NOKAS VERDIHÅNDTERING AS,2023,SANDNES,80144,46633387,0.0017,0.17
BADETEKNISK AS,2023,SANDNES,74510,46633387,0.0016,0.16
HOTEL LINK AS,2023,SANDNES,74326,46633387,0.0016,0.16
FINNMARK REISEBYRÅ AS,2023,SANDNES,62920,46633387,0.0013,0.13
CONVENE AS,2023,SANDNES,56519,46633387,0.0012,0.12
FARSUND REISEBYRÅ AS,2023,SANDNES,53491,46633387,0.0011,0.11
KJENTFOLK AS,2023,SANDNES,52418,46633387,0.0011,0.11
ROPO CAPITAL NORWAY AS,2023,SANDNES,46621,46633387,0.001,0.1
EMPLOI GROUP AS,2023,SANDNES,41433,46633387,9e-4,0.09
SPECSAVERS NORWAY AS,2023,SANDNES,41554,46633387,9e-4,0.09
RENTA AS,2023,SANDNES,37237,46633387,8e-4,0.08
SULDALSBUSSEN AS,2023,SANDNES,35800,46633387,8e-4,0.08
GYRO CONFERENCE AS,2023,SANDNES,30428,46633387,7e-4,0.07
FOCUS CARE NORGE AS,2023,SANDNES,29166,46633387,6e-4,0.06
LOOMIS NORGE AS,2023,SANDNES,26390,46633387,6e-4,0.06
BERGEN KONGRESS & KULTUR AS,2023,SANDNES,21241,46633387,5e-4,0.05
CREDICARE AS,2023,SANDNES,21614,46633387,5e-4,0.05
EHIN AS,2023,SANDNES,23905,46633387,5e-4,0.05
JOBBREISER AS,2023,SANDNES,23797,46633387,5e-4,0.05
LOWELL NORGE AS,2023,SANDNES,22460,46633387,5e-4,0.05
DUN & BRADSTREET NORWAY AS,2023,SANDNES,20712,46633387,4e-4,0.04
VISMA AMILI AS,2023,SANDNES,16573,46633387,4e-4,0.04
EGENCIA NORWAY AS,2023,SANDNES,15000,46633387,3e-4,0.03
FORENINGEN KOMMUNAL INFORMASJONSSIKKERHET,2023,SANDNES,14800,46633387,3e-4,0.03
FORM X NORGE AS,2023,SANDNES,11685,46633387,3e-4,0.03
GLAD MAT AS,2023,SANDNES,15000,46633387,3e-4,0.03
ATLANTIC MICE TIBE AS,2023,SANDNES,10903,46633387,2e-4,0.02
BERG-HANSEN REISEBUREAU AS DRAMMEN,2023,SANDNES,8508,46633387,2e-4,0.02
CARASENT NORGE AS,2023,SANDNES,11477,46633387,2e-4,0.02
EDEN SPRINGS (NORWAY) AS,2023,SANDNES,7321,46633387,2e-4,0.02
MOTION PICTURE LICENSING COMPANY NORGE AS,2023,SANDNES,11091,46633387,2e-4,0.02
QUADIENT FINANCE NORGE AS,2023,SANDNES,8126,46633387,2e-4,0.02
AXACTOR NORWAY AS,2023,SANDNES,6150,46633387,1e-4,0.01
KULTURKOMPANIET AS,2023,SANDNES,3650,46633387,1e-4,0.01
SERGEL NORGE AS,2023,SANDNES,3249,46633387,1e-4,0.01
SPARTACUS HELSE AS,2023,SANDNES,5400,46633387,1e-4,0.01
SVEA FINANS AS,2023,SANDNES,5703,46633387,1e-4,0.01
TRONDHEIM MESSESELSKAP AS,2023,SANDNES,2640,46633387,1e-4,0.01
FINEXA NORGE AS,2023,SANDNES,2249,46633387,0,0
ØA DRIFT AS,2023,SARPSBORG,13481805,22939681,0.5877,58.77
ADECCO NORGE AS,2023,SARPSBORG,3852093,22939681,0.1679,16.79
DEDICARE DOCTOR AS,2023,SARPSBORG,1331850,22939681,0.0581,5.81
ISARPSBORG AS,2023,SARPSBORG,928806,22939681,0.0405,4.05
ENERGY MANAGER AS,2023,SARPSBORG,453148,22939681,0.0198,1.98
SØRBY UTLEIE AS,2023,SARPSBORG,441980,22939681,0.0193,1.93
EGENCIA NORWAY AS,2023,SARPSBORG,395214,22939681,0.0172,1.72
OPTICE AS,2023,SARPSBORG,345725,22939681,0.0151,1.51
KOOPERATIV BEMANNING AS,2023,SARPSBORG,299101,22939681,0.013,1.3
SVEA FINANS AS,2023,SARPSBORG,215924,22939681,0.0094,0.94
NORA MEDICAL AS,2023,SARPSBORG,203500,22939681,0.0089,0.89
CAVE MUSIC LIVE PRODUCTION AS,2023,SARPSBORG,94292,22939681,0.0041,0.41
DUN & BRADSTREET NORWAY AS,2023,SARPSBORG,72781,22939681,0.0032,0.32
FAGFOKUS AS,2023,SARPSBORG,60116,22939681,0.0026,0.26
DELTAGER AS,2023,SARPSBORG,57050,22939681,0.0025,0.25
SPECSAVERS NORWAY AS,2023,SARPSBORG,57916,22939681,0.0025,0.25
FORENINGEN KOMMUNAL INFORMASJONSSIKKERHET,2023,SARPSBORG,50514,22939681,0.0022,0.22
RENTOKIL INITIAL NORGE AS,2023,SARPSBORG,48470,22939681,0.0021,0.21
MOTION PICTURE LICENSING COMPANY NORGE AS,2023,SARPSBORG,42675,22939681,0.0019,0.19
SPARTACUS HELSE AS,2023,SARPSBORG,42183,22939681,0.0018,0.18
ØSTFOLD HØYTRYKK AS,2023,SARPSBORG,41841,22939681,0.0018,0.18
CONVENE AS,2023,SARPSBORG,39243,22939681,0.0017,0.17
ONSTAGE AS,2023,SARPSBORG,39392,22939681,0.0017,0.17
TICKET FERIEREISER AS,2023,SARPSBORG,36556,22939681,0.0016,0.16
HOTEL LINK AS,2023,SARPSBORG,33379,22939681,0.0015,0.15
RAC NORWAY AS,2023,SARPSBORG,35242,22939681,0.0015,0.15
MTI NORGE AS,2023,SARPSBORG,32937,22939681,0.0014,0.14
ATLANTIC MICE TIBE AS,2023,SARPSBORG,26701,22939681,0.0012,0.12
ECURA CARE AS,2023,SARPSBORG,28100,22939681,0.0012,0.12
LOOMIS NORGE AS,2023,SARPSBORG,20884,22939681,9e-4,0.09
LOWELL NORGE AS,2023,SARPSBORG,20903,22939681,9e-4,0.09
BERGEN KONGRESS & KULTUR AS,2023,SARPSBORG,13851,22939681,6e-4,0.06
JOBBREISER AS,2023,SARPSBORG,12672,22939681,6e-4,0.06
N3 NORGE AS,2023,SARPSBORG,13810,22939681,6e-4,0.06
POLYGON AS,2023,SARPSBORG,13817,22939681,6e-4,0.06
VERISURE AS,2023,SARPSBORG,14365,22939681,6e-4,0.06
EDEN SPRINGS (NORWAY) AS,2023,SARPSBORG,9492,22939681,4e-4,0.04
GOTHIA AS,2023,SARPSBORG,8678,22939681,4e-4,0.04
KRAVIA AS,2023,SARPSBORG,6455,22939681,3e-4,0.03
CONFEX NORGE AS,2023,SARPSBORG,4770,22939681,2e-4,0.02
KJENTFOLK AS,2023,SARPSBORG,4950,22939681,2e-4,0.02
ROPO CAPITAL NORWAY AS,2023,SARPSBORG,3120,22939681,1e-4,0.01
SERGEL NORGE AS,2023,SARPSBORG,3380,22939681,1e-4,0.01
NORDLYS VIKAR AS,2023,SAUDA,7394445,11115018,0.6653,66.53
SAUDA FERIE & FRITID AS,2023,SAUDA,1991742,11115018,0.1792,17.92
DEDICARE DOCTOR AS,2023,SAUDA,897565,11115018,0.0808,8.08
REISEMÅL RYFYLKE AS,2023,SAUDA,354188,11115018,0.0319,3.19
SULDALSBUSSEN AS,2023,SAUDA,208768,11115018,0.0188,1.88
KLETOR AS,2023,SAUDA,116400,11115018,0.0105,1.05
DELTAGER AS,2023,SAUDA,57165,11115018,0.0051,0.51
BADETEKNISK AS,2023,SAUDA,17387,11115018,0.0016,0.16
EDEN SPRINGS (NORWAY) AS,2023,SAUDA,18045,11115018,0.0016,0.16
LOWELL NORGE AS,2023,SAUDA,11569,11115018,0.001,0.1
INN PÅ TUNET NORGE SA,2023,SAUDA,8352,11115018,8e-4,0.08
NÆRINGSHAGEN I RYFYLKE AS,2023,SAUDA,8750,11115018,8e-4,0.08
SVEA FINANS AS,2023,SAUDA,6270,11115018,6e-4,0.06
BERGEN KONGRESS & KULTUR AS,2023,SAUDA,5340,11115018,5e-4,0.05
MOTION PICTURE LICENSING COMPANY NORGE AS,2023,SAUDA,5486,11115018,5e-4,0.05
NOKAS VERDIHÅNDTERING AS,2023,SAUDA,4630,11115018,4e-4,0.04
FJELL OG FJORD KONFERANSER AS,2023,SAUDA,3800,11115018,3e-4,0.03
VISMA AMILI AS,2023,SAUDA,2816,11115018,3e-4,0.03
JOBBREISER AS,2023,SAUDA,2300,11115018,2e-4,0.02
NORDLYS VIKAR AS,2023,SEL,4131970,13135236,0.3146,31.46
DEDICARE DOCTOR AS,2023,SEL,2096305,13135236,0.1596,15.96
HELSELEVERANDØREN AS,2023,SEL,2060968,13135236,0.1569,15.69
RANDSTAD CARE AS,2023,SEL,1378471,13135236,0.1049,10.49
MILJØ & STØYSKJERM AS,2023,SEL,1277980,13135236,0.0973,9.73
CENTRIC CARE AS,2023,SEL,525398,13135236,0.04,4
NASJONALPARKRIKET REISELIV AS,2023,SEL,430217,13135236,0.0328,3.28
MIWAS AS,2023,SEL,353992,13135236,0.0269,2.69
FREMOGRUPPEN AS,2023,SEL,226300,13135236,0.0172,1.72
KONSTALI HELSENOR AS,2023,SEL,199346,13135236,0.0152,1.52
CONVENE AS,2023,SEL,106857,13135236,0.0081,0.81
INN PÅ TUNET NORGE SA,2023,SEL,72000,13135236,0.0055,0.55
ONSTAGE AS,2023,SEL,58800,13135236,0.0045,0.45
CREDICARE AS,2023,SEL,54285,13135236,0.0041,0.41
DELTAGER AS,2023,SEL,44643,13135236,0.0034,0.34
FINNMARK REISEBYRÅ AS,2023,SEL,32332,13135236,0.0025,0.25
BERGEN KONGRESS & KULTUR AS,2023,SEL,18802,13135236,0.0014,0.14
DUN & BRADSTREET NORWAY AS,2023,SEL,16709,13135236,0.0013,0.13
EDEN SPRINGS (NORWAY) AS,2023,SEL,16096,13135236,0.0012,0.12
SYSTEMFAG NORGE AS,2023,SEL,9452,13135236,7e-4,0.07
EGENCIA NORWAY AS,2023,SEL,8300,13135236,6e-4,0.06
HOTEL LINK AS,2023,SEL,7831,13135236,6e-4,0.06
ECURA CARE AS,2023,SEL,2010,13135236,2e-4,0.02
FAGFOKUS AS,2023,SEL,3180,13135236,2e-4,0.02
UNIVERSAL PRESENTKORT AS,2023,SEL,2992,13135236,2e-4,0.02
SELBU VEKST AS,2023,SELBU,2381595,4478123,0.5318,53.18
TOBB BYGGDRIFT AS,2023,SELBU,1297355,4478123,0.2897,28.97
BRAGEVA AS,2023,SELBU,412762,4478123,0.0922,9.22
RENTOKIL INITIAL NORGE AS,2023,SELBU,138018,4478123,0.0308,3.08
UNIVERSAL PRESENTKORT AS,2023,SELBU,48918,4478123,0.0109,1.09
CONVENE AS,2023,SELBU,29916,4478123,0.0067,0.67
QUADIENT FINANCE NORGE AS,2023,SELBU,24814,4478123,0.0055,0.55
NRS NORGE AS,2023,SELBU,23471,4478123,0.0052,0.52
DELTAGER AS,2023,SELBU,19600,4478123,0.0044,0.44
KVAM AGENTUR AS,2023,SELBU,18181,4478123,0.0041,0.41
BERGEN KONGRESS & KULTUR AS,2023,SELBU,16938,4478123,0.0038,0.38
NOKAS VERDIHÅNDTERING AS,2023,SELBU,14514,4478123,0.0032,0.32
FAGFOKUS AS,2023,SELBU,12000,4478123,0.0027,0.27
DUN & BRADSTREET NORWAY AS,2023,SELBU,10287,4478123,0.0023,0.23
FARSUND REISEBYRÅ AS,2023,SELBU,9591,4478123,0.0021,0.21
EHIN AS,2023,SELBU,8000,4478123,0.0018,0.18
CARASENT NORGE AS,2023,SELBU,4990,4478123,0.0011,0.11
ALEKTUM AS,2023,SELBU,3373,4478123,8e-4,0.08
FORENINGEN KOMMUNAL INFORMASJONSSIKKERHET,2023,SELBU,3800,4478123,8e-4,0.08
DEDICARE DOCTOR AS,2023,SELJORD,4169581,5737385,0.7267,72.67
MØTESTAD SELJORD AS,2023,SELJORD,678526,5737385,0.1183,11.83
DYRSKU'N ARRANGEMENT AS,2023,SELJORD,466568,5737385,0.0813,8.13
KONSTALI HELSENOR AS,2023,SELJORD,244159,5737385,0.0426,4.26
HEADVISOR AS,2023,SELJORD,100000,5737385,0.0174,1.74
FORM X NORGE AS,2023,SELJORD,18275,5737385,0.0032,0.32
DELTAGER AS,2023,SELJORD,13490,5737385,0.0024,0.24
SKYTTELPASS AS,2023,SELJORD,9574,5737385,0.0017,0.17
KJENTFOLK AS,2023,SELJORD,8624,5737385,0.0015,0.15
CONVENE AS,2023,SELJORD,8238,5737385,0.0014,0.14
BERG-HANSEN REISEBUREAU AS DRAMMEN,2023,SELJORD,5548,5737385,0.001,0.1
RENTOKIL INITIAL NORGE AS,2023,SELJORD,5826,5737385,0.001,0.1
POLYGON AS,2023,SELJORD,5176,5737385,9e-4,0.09
FORENINGEN KOMMUNAL INFORMASJONSSIKKERHET,2023,SELJORD,3800,5737385,7e-4,0.07
NORDLYS VIKAR AS,2023,SENJA,4462163,24103113,0.1851,18.51
HELGESEN MASKIN AS,2023,SENJA,3592621,24103113,0.1491,14.91
BERG-HANSEN NORD-NORGE AS,2023,SENJA,2122247,24103113,0.088,8.8
X2 MASKIN AS,2023,SENJA,2113461,24103113,0.0877,8.77
LÄKARLEASING SVERIGE,2023,SENJA,2052500,24103113,0.0852,8.52
RANDSTAD CARE AS,2023,SENJA,1937732,24103113,0.0804,8.04
DEDICARE DOCTOR AS,2023,SENJA,1784572,24103113,0.074,7.4
TBT TRAKTOR AS,2023,SENJA,832766,24103113,0.0346,3.46
FINNSNES SENTER AS,2023,SENJA,757417,24103113,0.0314,3.14
KONSTALI HELSENOR AS,2023,SENJA,732513,24103113,0.0304,3.04
GARDIA AS,2023,SENJA,638925,24103113,0.0265,2.65
PON RENTAL NORWAY AS,2023,SENJA,611332,24103113,0.0254,2.54
RENTA AS,2023,SENJA,516947,24103113,0.0214,2.14
FOCUS CARE NORGE AS,2023,SENJA,459097,24103113,0.019,1.9
JOBZONE NORGE AS,2023,SENJA,446227,24103113,0.0185,1.85
POLYGON AS,2023,SENJA,195991,24103113,0.0081,0.81
CONVENE AS,2023,SENJA,191443,24103113,0.0079,0.79
NOKAS VERDIHÅNDTERING AS,2023,SENJA,130652,24103113,0.0054,0.54
RENTOKIL INITIAL NORGE AS,2023,SENJA,126635,24103113,0.0053,0.53
TOMA FACILITY NORGE AS,2023,SENJA,62937,24103113,0.0026,0.26
JOBBREISER AS,2023,SENJA,47100,24103113,0.002,0.2
DELTAGER AS,2023,SENJA,45498,24103113,0.0019,0.19
INN PÅ TUNET NORGE SA,2023,SENJA,42840,24103113,0.0018,0.18
HOTEL LINK AS,2023,SENJA,30148,24103113,0.0013,0.13
DEDICARE AS,2023,SENJA,28347,24103113,0.0012,0.12
FORM X NORGE AS,2023,SENJA,28148,24103113,0.0012,0.12
LOCATION NORWAY AS,2023,SENJA,23488,24103113,0.001,0.1
MOTION PICTURE LICENSING COMPANY NORGE AS,2023,SENJA,16608,24103113,7e-4,0.07
RAC NORWAY AS,2023,SENJA,11687,24103113,5e-4,0.05
BERGEN KONGRESS & KULTUR AS,2023,SENJA,9901,24103113,4e-4,0.04
DUN & BRADSTREET NORWAY AS,2023,SENJA,9813,24103113,4e-4,0.04
FAGFOKUS AS,2023,SENJA,9404,24103113,4e-4,0.04
CARASENT NORGE AS,2023,SENJA,6737,24103113,3e-4,0.03
FIRST RENT A CAR NORWAY AS,2023,SENJA,3616,24103113,2e-4,0.02
LOWELL NORGE AS,2023,SENJA,4001,24103113,2e-4,0.02
QUADIENT FINANCE NORGE AS,2023,SENJA,5012,24103113,2e-4,0.02
SPARTACUS HELSE AS,2023,SENJA,4421,24103113,2e-4,0.02
SVEA FINANS AS,2023,SENJA,4786,24103113,2e-4,0.02
EGENCIA NORWAY AS,2023,SENJA,3380,24103113,1e-4,0.01
BONLIVA AS,2023,SIGDAL,2021147,3718015,0.5436,54.36
SIGDAL UTVIKLING AS,2023,SIGDAL,1500000,3718015,0.4034,40.34
HOTEL LINK AS,2023,SIGDAL,54715,3718015,0.0147,1.47
DELTAGER AS,2023,SIGDAL,41330,3718015,0.0111,1.11
RETURA VAL-HALL AS,2023,SIGDAL,22987,3718015,0.0062,0.62
FAGFOKUS AS,2023,SIGDAL,15026,3718015,0.004,0.4
KJENTFOLK AS,2023,SIGDAL,14812,3718015,0.004,0.4
FORM X NORGE AS,2023,SIGDAL,10384,3718015,0.0028,0.28
VISIT NOREFJELL AS,2023,SIGDAL,10000,3718015,0.0027,0.27
VISMA AMILI AS,2023,SIGDAL,7808,3718015,0.0021,0.21
EGENCIA NORWAY AS,2023,SIGDAL,6750,3718015,0.0018,0.18
AS SKAN-KONTROLL,2023,SIGDAL,4249,3718015,0.0011,0.11
FORENINGEN KOMMUNAL INFORMASJONSSIKKERHET,2023,SIGDAL,3800,3718015,0.001,0.1
CARASENT NORGE AS,2023,SIGDAL,2911,3718015,8e-4,0.08
UNIVERSAL PRESENTKORT AS,2023,SIGDAL,2096,3718015,6e-4,0.06
KONSTALI HELSENOR AS,2023,SILJAN,1245689,1395194,0.8928,89.28
TELE-TUR AS,2023,SILJAN,82541,1395194,0.0592,5.92
AS SKAN-KONTROLL,2023,SILJAN,31734,1395194,0.0227,2.27
JOBTIP AS,2023,SILJAN,24750,1395194,0.0177,1.77
FORENINGEN KOMMUNAL INFORMASJONSSIKKERHET,2023,SILJAN,3800,1395194,0.0027,0.27
JOBBREISER AS,2023,SILJAN,3680,1395194,0.0026,0.26
FJELL OG FJORD KONFERANSER AS,2023,SILJAN,3000,1395194,0.0022,0.22
BYGDE MASKIN AS,2023,SIRDAL,890564,2918261,0.3052,30.52
FEIERMESTER FRANK BERTELSEN AS,2023,SIRDAL,595120,2918261,0.2039,20.39
USA EXPERTEN OK REISER AS,2023,SIRDAL,498200,2918261,0.1707,17.07
HEADVISOR AS,2023,SIRDAL,261522,2918261,0.0896,8.96
TICKET FERIEREISER AS,2023,SIRDAL,250585,2918261,0.0859,8.59
INNKJØPSASSISTANSE VEST AS,2023,SIRDAL,162770,2918261,0.0558,5.58
LYSEFJORDEN UTVIKLING AS,2023,SIRDAL,90108,2918261,0.0309,3.09
VISIT SØRLANDET AS,2023,SIRDAL,39479,2918261,0.0135,1.35
SYSTEMFAG NORGE AS,2023,SIRDAL,36927,2918261,0.0127,1.27
DESTINASJON HOVDEN AS,2023,SIRDAL,21584,2918261,0.0074,0.74
GOTHIA AS,2023,SIRDAL,15759,2918261,0.0054,0.54
HOTEL LINK AS,2023,SIRDAL,15686,2918261,0.0054,0.54
DELTAGER AS,2023,SIRDAL,10400,2918261,0.0036,0.36
TECHPOINT AS,2023,SIRDAL,5699,2918261,0.002,0.2
CARASENT NORGE AS,2023,SIRDAL,5489,2918261,0.0019,0.19
SPARTACUS HELSE AS,2023,SIRDAL,5638,2918261,0.0019,0.19
EGENCIA NORWAY AS,2023,SIRDAL,4731,2918261,0.0016,0.16
ECURA CARE AS,2023,SIRDAL,4200,2918261,0.0014,0.14
FORENINGEN KOMMUNAL INFORMASJONSSIKKERHET,2023,SIRDAL,3800,2918261,0.0013,0.13
ECURA CARE AS,2023,SKAUN,268278,564706,0.4751,47.51
BOSS NORGE AS,2023,SKAUN,93481,564706,0.1655,16.55
N3 NORGE AS,2023,SKAUN,53440,564706,0.0946,9.46
FAGFOKUS AS,2023,SKAUN,34796,564706,0.0616,6.16
DELTAGER AS,2023,SKAUN,31900,564706,0.0565,5.65
LOOMIS NORGE AS,2023,SKAUN,23906,564706,0.0423,4.23
BRAGEVA AS,2023,SKAUN,18783,564706,0.0333,3.33
QUADIENT FINANCE NORGE AS,2023,SKAUN,16020,564706,0.0284,2.84
EGENCIA NORWAY AS,2023,SKAUN,6975,564706,0.0124,1.24
DUN & BRADSTREET NORWAY AS,2023,SKAUN,6796,564706,0.012,1.2
MOTION PICTURE LICENSING COMPANY NORGE AS,2023,SKAUN,4281,564706,0.0076,0.76
FORENINGEN KOMMUNAL INFORMASJONSSIKKERHET,2023,SKAUN,3800,564706,0.0067,0.67
EHIN AS,2023,SKAUN,2250,564706,0.004,0.4
BERG-HANSEN REISEBUREAU VESTFOLD AS,2023,SKIEN,8397970,79493185,0.1056,10.56
NORDLYS VIKAR AS,2023,SKIEN,6275392,79493185,0.0789,7.89
RANDSTAD CARE AS,2023,SKIEN,5232182,79493185,0.0658,6.58
SHAREBIKE AS,2023,SKIEN,5177963,79493185,0.0651,6.51
WRK MEDIC AS,2023,SKIEN,4123168,79493185,0.0519,5.19
SKJÆRGÅRDSMAT AS,2023,SKIEN,2962700,79493185,0.0373,3.73
EWORK GROUP NORWAY AS,2023,SKIEN,2875990,79493185,0.0362,3.62
VISIT TELEMARK AS,2023,SKIEN,2809559,79493185,0.0353,3.53
3 STEP IT AS,2023,SKIEN,2751648,79493185,0.0346,3.46
DEDICARE AS,2023,SKIEN,2732431,79493185,0.0344,3.44
ADECCO NORGE AS,2023,SKIEN,2572668,79493185,0.0324,3.24
KOOPERATIV BEMANNING AS,2023,SKIEN,2082535,79493185,0.0262,2.62
CRUIT AS,2023,SKIEN,1996990,79493185,0.0251,2.51
CENTRIC CARE AS,2023,SKIEN,1867151,79493185,0.0235,2.35
SØR SPORTSREISER AS,2023,SKIEN,1817465,79493185,0.0229,2.29
VIVA BEMANNING,2023,SKIEN,1647003,79493185,0.0207,2.07
RESOLVE AS,2023,SKIEN,1414800,79493185,0.0178,1.78
TELE-TUR AS,2023,SKIEN,1317131,79493185,0.0166,1.66
INN PÅ TUNET NORGE SA,2023,SKIEN,1286114,79493185,0.0162,1.62
POLYGON AS,2023,SKIEN,1150340,79493185,0.0145,1.45
KONSTALI HELSENOR AS,2023,SKIEN,1065438,79493185,0.0134,1.34
UNIVERSAL PRESENTKORT AS,2023,SKIEN,1030587,79493185,0.013,1.3
STRANDMAN AS,2023,SKIEN,952887,79493185,0.012,1.2
MASKINTJENESTER AS,2023,SKIEN,887439,79493185,0.0112,1.12
TS GROUP AS,2023,SKIEN,877806,79493185,0.011,1.1
RAMUDDEN NORGE AS,2023,SKIEN,836889,79493185,0.0105,1.05
EXPANDIA MODULER AS,2023,SKIEN,808833,79493185,0.0102,1.02
KONSUM GRUPPEN NORGE AS,2023,SKIEN,759301,79493185,0.0096,0.96
TVT MASKIN AS,2023,SKIEN,744470,79493185,0.0094,0.94
HELSE PERSONAL AS,2023,SKIEN,682124,79493185,0.0086,0.86
OE INVEST AS,2023,SKIEN,622209,79493185,0.0078,0.78
CONNECTIONS AS,2023,SKIEN,583593,79493185,0.0073,0.73
DIN HELSEVIKAR AS,2023,SKIEN,572709,79493185,0.0072,0.72
VISIT BØ AS,2023,SKIEN,556000,79493185,0.007,0.7
CARES AS,2023,SKIEN,514282,79493185,0.0065,0.65
PEDER AARØ AS,2023,SKIEN,493798,79493185,0.0062,0.62
FIRST RENT A CAR NORWAY AS,2023,SKIEN,436846,79493185,0.0055,0.55
FJELL OG FJORD KONFERANSER AS,2023,SKIEN,431186,79493185,0.0054,0.54
GHL HAGE & LANDSKAP AS,2023,SKIEN,356945,79493185,0.0045,0.45
ADAPTEO AS,2023,SKIEN,346802,79493185,0.0044,0.44
FOCUS CARE NORGE AS,2023,SKIEN,316077,79493185,0.004,0.4
ECURA CARE AS,2023,SKIEN,293470,79493185,0.0037,0.37
GRØTEIG AS,2023,SKIEN,283737,79493185,0.0036,0.36
TELEMARKSVEKA AS,2023,SKIEN,287500,79493185,0.0036,0.36
RENTOKIL INITIAL NORGE AS,2023,SKIEN,281104,79493185,0.0035,0.35
MOTION PICTURE LICENSING COMPANY NORGE AS,2023,SKIEN,234408,79493185,0.0029,0.29
TOMA FACILITY NORGE AS,2023,SKIEN,219195,79493185,0.0028,0.28
SPECSAVERS NORWAY AS,2023,SKIEN,216252,79493185,0.0027,0.27
HEADVISOR AS,2023,SKIEN,206649,79493185,0.0026,0.26
TRONDHEIM MESSESELSKAP AS,2023,SKIEN,210025,79493185,0.0026,0.26
KILROY NORWAY AS,2023,SKIEN,202636,79493185,0.0025,0.25
N3 NORGE AS,2023,SKIEN,184226,79493185,0.0023,0.23
CAPUS AS,2023,SKIEN,175000,79493185,0.0022,0.22
AGAIA AS,2023,SKIEN,165628,79493185,0.0021,0.21
PBT EIENDOMSDRIFT AS,2023,SKIEN,150084,79493185,0.0019,0.19
CREDICARE AS,2023,SKIEN,143575,79493185,0.0018,0.18
RENTALCARE NORGE AS,2023,SKIEN,146837,79493185,0.0018,0.18
DELTAGER AS,2023,SKIEN,139067,79493185,0.0017,0.17
FAGFOKUS AS,2023,SKIEN,129583,79493185,0.0016,0.16
FORENINGEN KOMMUNAL INFORMASJONSSIKKERHET,2023,SKIEN,120947,79493185,0.0015,0.15
HOTEL LINK AS,2023,SKIEN,121786,79493185,0.0015,0.15
FARSUND REISEBYRÅ AS,2023,SKIEN,94986,79493185,0.0012,0.12
JOBBREISER AS,2023,SKIEN,96292,79493185,0.0012,0.12
NOKAS VERDIHÅNDTERING AS,2023,SKIEN,97073,79493185,0.0012,0.12
DFIND AS,2023,SKIEN,84000,79493185,0.0011,0.11
EGENCIA NORWAY AS,2023,SKIEN,83809,79493185,0.0011,0.11
KULTURSUPPORT AS,2023,SKIEN,90816,79493185,0.0011,0.11
EHIN AS,2023,SKIEN,71900,79493185,9e-4,0.09
FRILANS FINANS NORGE AS,2023,SKIEN,72900,79493185,9e-4,0.09
EDEN SPRINGS (NORWAY) AS,2023,SKIEN,54026,79493185,7e-4,0.07
EDH UTLEIE AS,2023,SKIEN,55953,79493185,7e-4,0.07
ATLANTIC MICE TIBE AS,2023,SKIEN,50840,79493185,6e-4,0.06
CONVENE AS,2023,SKIEN,50399,79493185,6e-4,0.06
GYRO CONFERENCE AS,2023,SKIEN,40741,79493185,5e-4,0.05
RENTA AS,2023,SKIEN,36322,79493185,5e-4,0.05
DUN & BRADSTREET NORWAY AS,2023,SKIEN,28838,79493185,4e-4,0.04
RAC NORWAY AS,2023,SKIEN,28604,79493185,4e-4,0.04
BERGEN KONGRESS & KULTUR AS,2023,SKIEN,26080,79493185,3e-4,0.03
LOOMIS NORGE AS,2023,SKIEN,22380,79493185,3e-4,0.03
AUTOLEIE OSLO AS,2023,SKIEN,12863,79493185,2e-4,0.02
DYRSKU'N ARRANGEMENT AS,2023,SKIEN,17500,79493185,2e-4,0.02
JOBTIP AS,2023,SKIEN,19800,79493185,2e-4,0.02
MANPOWER AS,2023,SKIEN,15624,79493185,2e-4,0.02
VERISURE AS,2023,SKIEN,13172,79493185,2e-4,0.02
COMPASS FAIRS AS,2023,SKIEN,10667,79493185,1e-4,0.01
KJENTFOLK AS,2023,SKIEN,8624,79493185,1e-4,0.01
SPARTACUS HELSE AS,2023,SKIEN,9769,79493185,1e-4,0.01
SVEA FINANS AS,2023,SKIEN,5850,79493185,1e-4,0.01
VISMA AMILI AS,2023,SKIEN,7897,79493185,1e-4,0.01
CONFEX NORGE AS,2023,SKIEN,2495,79493185,0,0
SKYTTELPASS AS,2023,SKIEN,3835,79493185,0,0
ASKELADDEN BEMANNING AS,2023,SKIPTVET,1085786,3605005,0.3012,30.12
TORE RAFOSS AS,2023,SKIPTVET,761235,3605005,0.2112,21.12
